objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"206903",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Vinton, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"207204",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Marion, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"207229",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Grant, Wisconsin, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison""",,,,,,Verified,,
"207777",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Brown, Ohio, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Cooperrider, T.S. 1995. The Dicotyledoneae of Ohio. Part 2: Linaceae through Campanulaceae. Ohio State University Press, Columbus""",,,,,,Verified,,
"208172",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cloud, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"208313",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Craig, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"208729",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Clarke, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"208857",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Morgan, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"208903",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Marion, Alabama, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Haynes, R. 1990. A database of the Alabama flora. Unpublished""",,,,,,Verified,,
"208906",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Butler, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Weber, W.R., and W.T. Corcoran. 1993. Atlas of Missouri vascular plants. Unpublished. Southwest Missouri State University and the Missouri Native Plant Society""",,,,,,Verified,,
"209020",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Greene, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"209056",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Kanawha, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"209177",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""West Carroll, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"209272",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Vernon, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"209329",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Miami-Dade, Florida, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Wunderlin, R.P., and B.F. Hansen. 2002. Atlas of Florida vascular plants ( http://www.plantatlas.usf.edu/). University of South Florida, Tampa""",,,,,,Verified,,
"209438",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Scott, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"209778",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Chatham, Georgia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Jones, S.B., and N. Coile. 1988. The distribution of the vascular flora of Georgia. Herbarium, Department of Botany, Athens""",,,,,,Verified,,
"210177",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Mary, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"210494",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Marshall, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"210886",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cameron, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"210942",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Sullivan, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"210956",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""St. Clair, Missouri, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"211089",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Terrebonne, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"211933",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Antelope, Nebraska, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"212049",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Warren, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"212109",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Kay, Oklahoma, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"212126",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Pierce, Wisconsin, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison""",,,,,,Verified,,
"212334",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Mississippi, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"212370",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lancaster, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"212445",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Marion, West Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""West Virginia county level data""",,,,,,Verified,,
"212564",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Alamance, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"212582",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Putnam, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"212664",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Fulton, Georgia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Jones, S.B., and N. Coile. 1988. The distribution of the vascular flora of Georgia. Herbarium, Department of Botany, Athens""",,,,,,Verified,,
"213033",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Berkeley, South Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"213311",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Elk, Kansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"213993",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Perry, Pennsylvania, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Rhoads, A.F., and W.M. Klein, Jr. 1993. The vascular flora of Pennsylvania. Annotated checklist and atlas. American Philosophical Society, Philadelphia""",,,,,,Verified,,
"214295",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Van Buren, Tennessee, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Chester, E.W., B.E. Wofford, R. Kral, H.R. DeSelm, and A.M. Evans. 1993. Atlas of Tennessee vascular plants. 2 vols. Center for Field Biology Miscellaneous Publication No. 9/13. Austin Peay State University, Clarksville""",,,,,,Verified,,
"214387",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wilkes, North Carolina, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Radford, A.E., H.A. Ahles, and C.R. Bell. 1965. Atlas of the vascular flora of the Carolinas. Department of Botany Technical Bulletin No. 165. Chapel Hill""",,,,,,Verified,,
"214423",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Logan, Arkansas, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Smith, E.B. 1988. An atlas and annotated list of the vascular plants of Arkansas, 2d ed.""",,,,,,Verified,,
"214455",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Pulaski, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"214711",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Lee, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"214984",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Acadia, Louisiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Thomas, R.D., and C.M. Allen. 1997. Atlas of the vascular flora of Louisiana, vols. 1-3 (Plus updates). Louisiana Department of Wildlife and Fisheries. Natural Heritage Program, Baton Rouge""",,,,,,Verified,,
"215409",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Kearney, Nebraska, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"215522",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Warren, Kentucky, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Campbell, Julian. Personal communication""",,,,,,Verified,,
"216103",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Cumberland, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"216328",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Clay, South Dakota, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""McGregor, R.L., et al. 1977. Atlas of the flora of the Great Plains. Iowa State University Press, Ames""",,,,,,Verified,,
"216371",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Racine, Wisconsin, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""University of Wisconsin. Wisconsin vascular plants ( http://wiscinfo.doit.wisc.edu/herbarium/). Wisconsin State Herbarium: University of Wisconsin - Madison""",,,,,,Verified,,
"216382",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Martin, Indiana, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Deam, C.C. 1940. Flora of Indiana. Wm.B. Burford Printing Co., Indianapolis""",,,,,,Verified,,
"216404",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Wilkinson, Mississippi, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Specimen located at the Herbarium of the University of Mississippi (University, MS)""",,,,,,Verified,,
"216634",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""McDonough, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"216758",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Jasper, Illinois, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Mohlenbrock, R.H. 1986. Guide to the vascular flora of Illinois, rev. ed. Southern Illinois University Press, Carbondale and Edwardsville""",,,,,,Verified,,
"216847",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Shenandoah, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
"216882",USDA PLANTS Database USDA NRCS,Herbarium/Literature/Museum,Solanum carolinense,horsenettle,Native,Detected,Positive,,03-05-08,03-05-08,"""Fauquier, Virginia, United States""",,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Harvill, A.M., C.E. Stevens, and D.M.E. Ware. 1977. Atlas of the Virginia flora, Part I. Petridophytes through monocotyledons. Virginia Botanical Associates, Farmville""",,,,,,Verified,,
